ncName,ncType,Score
EI24,mRNA,-1.0
ASCC3,mRNA,-1.0
NEFH,mRNA,-1.0
MMS19,mRNA,-1.0
PLN,mRNA,-1.0
NCAM1,mRNA,-1.0
HERC1,mRNA,-1.0
MAGEE1,mRNA,-1.0
ATN1,mRNA,-1.0
SHC3,mRNA,-1.0
IGF1,mRNA,-1.0
AK5,mRNA,-1.0
HOMER1,mRNA,-1.0
PRPS1,mRNA,-1.0
FGFR1OP2,mRNA,-1.0
RNF150,mRNA,-1.0
NDST1,mRNA,-1.0
SRP72,mRNA,-1.0
SLC2A14,mRNA,-1.0
EML4,mRNA,-1.0
BEX4,mRNA,-1.0
ATP5EP2,mRNA,-1.0
VPS13B,mRNA,-1.0
LINGO1,mRNA,-1.0
DDX24,mRNA,-1.0
RPL28,mRNA,-1.0
KLHL9,mRNA,-1.0
CTXN1,mRNA,-1.0
EXOSC3,mRNA,-1.0
GCLC,mRNA,-1.0
UQCRFS1,mRNA,-1.0
TAB2,mRNA,-1.0
COX5B,mRNA,-1.0
ADRB1,mRNA,-1.0
CDK5R1,mRNA,-1.0
GPR21,mRNA,-1.0
ATP5E,mRNA,-1.0
EIF2A,mRNA,-1.0
IGDCC4,mRNA,-1.0
HEATR2,mRNA,-1.0
NOVA1,mRNA,-1.0
DST,mRNA,-1.0
SRGN,mRNA,-1.0
GPATCH4,mRNA,-1.0
SAT1,mRNA,-1.0
ELMOD1,mRNA,-1.0
TMEM14A,mRNA,-1.0
AKAP2,mRNA,-1.0
PARP6,mRNA,-1.0
PRKCG,mRNA,-1.0
MAP2,mRNA,-1.0
B3GNT1,mRNA,-1.0
RAP1GDS1,mRNA,-1.0
MPC1,mRNA,-1.0
CEBPZ,mRNA,-1.0
EIF1AY,mRNA,-1.0
RABGAP1L,mRNA,-1.0
BAG2,mRNA,-1.0
XKR4,mRNA,-1.0
GMDS,mRNA,-1.0
MT1G,mRNA,-1.0
TDP1,mRNA,-1.0
ALDH7A1,mRNA,-1.0
PKD2L2,mRNA,-1.0
GABRA1,mRNA,-1.0
LNPEP,mRNA,-1.0
CNOT10,mRNA,-1.0
SMCHD1,mRNA,-1.0
SH2D2A,mRNA,-1.0
C14orf37,mRNA,-1.0
BCL2L13,mRNA,-1.0
FGFRL1,mRNA,-1.0
CEBPD,mRNA,-1.0
TF,mRNA,-1.0
RAB5C,mRNA,-1.0
SREK1,mRNA,-1.0
GRIA1,mRNA,-1.0
LGI1,mRNA,-1.0
CDC40,mRNA,-1.0
UQCR10,mRNA,-1.0
CLCF1,mRNA,-1.0
NCK2,mRNA,-1.0
SYNPO2,mRNA,-1.0
SLC24A4,mRNA,-1.0
SNCB,mRNA,-1.0
OSBPL3,mRNA,-1.0
DGCR6L,mRNA,-1.0
SNTG1,mRNA,-1.0
DHX30,mRNA,-1.0
RIF1,mRNA,-1.0
KCNJ2,mRNA,-1.0
HDAC5,mRNA,-1.0
EHD3,mRNA,-1.0
PRPF4B,mRNA,-1.0
EMC4,mRNA,-1.0
FAM107A,mRNA,-1.0
PSMD3,mRNA,-1.0
SPG20,mRNA,-1.0
CHRDL1,mRNA,-1.0
ST8SIA4,mRNA,-1.0
SKIV2L2,mRNA,-1.0
GTF2I,mRNA,-1.0
RALBP1,mRNA,-1.0
L2HGDH,mRNA,-1.0
C12orf57,mRNA,-1.0
IL6ST,mRNA,-1.0
ACHE,mRNA,-1.0
FAM126B,mRNA,-1.0
CTNNA1,mRNA,-1.0
DDX41,mRNA,-1.0
TDRD7,mRNA,-1.0
PNMAL2,mRNA,-1.0
PCDHGA10,mRNA,-1.0
PANK2,mRNA,-1.0
ATXN7L1,mRNA,-1.0
TLK2,mRNA,-1.0
RPS23,mRNA,-1.0
GSK3B,mRNA,-1.0
DNAJC6,mRNA,-1.0
UBA6,mRNA,-1.0
TMC5,mRNA,-1.0
ABHD6,mRNA,-1.0
B2M,mRNA,-1.0
VAMP7,mRNA,-1.0
ATG3,mRNA,-1.0
COPS3,mRNA,-1.0
ECSCR,mRNA,-1.0
VASH1,mRNA,-1.0
ACER3,mRNA,-1.0
ADHFE1,mRNA,-1.0
RELA,mRNA,-1.0
SNX4,mRNA,-1.0
GP1BB,mRNA,-1.0
CBX5,mRNA,-1.0
C1GALT1,mRNA,-1.0
CTNND2,mRNA,-1.0
SCN3A,mRNA,-1.0
COX11,mRNA,-1.0
ZNF724P,mRNA,-1.0
NUDT4,mRNA,-1.0
PNN,mRNA,-1.0
CHD1L,mRNA,-1.0
GNG2,mRNA,-1.0
AUTS2,mRNA,-1.0
TET1,mRNA,-1.0
VPS53,mRNA,-1.0
CDH18,mRNA,-1.0
ANO4,mRNA,-1.0
PCCA,mRNA,-1.0
DSEL,mRNA,-1.0
GBGT1,mRNA,-1.0
IQSEC3,mRNA,-1.0
TMEM196,mRNA,-1.0
CAMKV,mRNA,-1.0
MARK1,mRNA,-1.0
RASGRF1,mRNA,-1.0
TMEM200A,mRNA,-1.0
ARPC3,mRNA,-1.0
MAPRE1,mRNA,-1.0
FAM66E,lncRNA,-1.0
SERPINH1,mRNA,-1.0
AHSA2,mRNA,-1.0
AHCYL1,mRNA,-1.0
KIAA1467,mRNA,-1.0
C20orf202,mRNA,-1.0
DLL4,mRNA,-1.0
LARP1B,mRNA,-1.0
GNG4,mRNA,-1.0
BICD1,mRNA,-1.0
RAB8B,mRNA,-1.0
PPP1R9A,mRNA,-1.0
RAB40B,mRNA,-1.0
KIDINS220,mRNA,-1.0
ZNF718,lncRNA,-1.0
UBE2W,mRNA,-1.0
RAB6B,mRNA,-1.0
WDR48,mRNA,-1.0
LMO3,mRNA,-1.0
SEPT5,mRNA,-1.0
LRP11,mRNA,-1.0
PPME1,mRNA,-1.0
ZNF292,mRNA,-1.0
LEPR,mRNA,-1.0
ORAOV1,mRNA,-1.0
TSPAN13,mRNA,-1.0
CREG2,mRNA,-1.0
COX7C,mRNA,-1.0
CD80,mRNA,-1.0
ARHGAP1,mRNA,-1.0
PTPN23,mRNA,-1.0
GTPBP8,mRNA,-1.0
DNM1,mRNA,-1.0
PPP1CA,mRNA,-1.0
TAPT1,mRNA,-1.0
PKN2,mRNA,-1.0
FAM168A,mRNA,-1.0
RGS20,mRNA,-1.0
HPCAL1,mRNA,-1.0
BZRAP1,mRNA,-1.0
VAMP2,mRNA,-1.0
THRB,mRNA,-1.0
C11orf74,mRNA,-1.0
GSN,mRNA,-1.0
KHDRBS2,mRNA,-1.0
CADM2,mRNA,-1.0
PATL1,mRNA,-1.0
CNTD1,mRNA,-1.0
SCAMP1,mRNA,-1.0
PIGQ,mRNA,-1.0
AGAP1,mRNA,-1.0
CPLX1,mRNA,-1.0
SNAP29,mRNA,-1.0
FDX1,mRNA,-1.0
SOX5,mRNA,-1.0
BOD1,mRNA,-1.0
HSPD1,mRNA,-1.0
TERF1,mRNA,-1.0
TTC14,mRNA,-1.0
CASP10,mRNA,-1.0
MEAF6,mRNA,-1.0
ATMIN,mRNA,-1.0
TSPAN5,mRNA,-1.0
SLC24A2,mRNA,-1.0
KIAA1191,mRNA,-1.0
HSDL2,mRNA,-1.0
MAPRE3,mRNA,-1.0
TMEM132B,mRNA,-1.0
FGF8,mRNA,-1.0
PPP2R5C,mRNA,-1.0
CYB5D2,mRNA,-1.0
HTR2A,mRNA,-1.0
PIAS4,mRNA,-1.0
AP3S1,mRNA,-1.0
BECN1,mRNA,-1.0
AUP1,mRNA,-1.0
NAGPA,mRNA,-1.0
MRPL34,mRNA,-1.0
ZNF571,mRNA,-1.0
KITLG,mRNA,-1.0
APBA2,mRNA,-1.0
THSD4,mRNA,-1.0
ST8SIA3,mRNA,-1.0
DNM3,mRNA,-1.0
LRRC4B,mRNA,-1.0
STX12,mRNA,-1.0
DIAPH3,mRNA,-1.0
WIPI2,mRNA,-1.0
DEAF1,mRNA,-1.0
ARHGEF7,mRNA,-1.0
SLC30A3,mRNA,-1.0
PRKCQ,mRNA,-1.0
SPOCK1,mRNA,-1.0
RASGRP1,mRNA,-1.0
RNPEPL1,mRNA,-1.0
CACNA2D1,mRNA,-1.0
PIK3CD,mRNA,-1.0
ADH5,mRNA,-1.0
GOPC,mRNA,-1.0
EGR1,mRNA,-1.0
ACP1,mRNA,-1.0
GCA,mRNA,-1.0
CELSR2,mRNA,-1.0
DLGAP2,mRNA,-1.0
GATM,mRNA,-1.0
DGCR10,lncRNA,-1.0
SBDS,mRNA,-1.0
GSTM3,mRNA,-1.0
SLU7,mRNA,-1.0
RGS1,mRNA,-1.0
ALDH1L1,mRNA,-1.0
ZNF709,mRNA,-1.0
COL4A3BP,mRNA,-1.0
DLG4,mRNA,-1.0
VMP1,mRNA,-1.0
LPPR5,mRNA,-1.0
TFE3,mRNA,-1.0
STAT6,mRNA,-1.0
ARHGEF33,mRNA,-1.0
RASAL2,mRNA,-1.0
TET3,mRNA,-1.0
LYPD3,mRNA,-1.0
C12orf23,mRNA,-1.0
TMEM68,mRNA,-1.0
UGT8,mRNA,-1.0
MRPL11,mRNA,-1.0
THUMPD1,mRNA,-1.0
TRMT112,mRNA,-1.0
FAM198B,mRNA,-1.0
MRFAP1L1,mRNA,-1.0
RFX3,mRNA,-1.0
MEGF8,mRNA,-1.0
MAPT,mRNA,-1.0
GPR116,mRNA,-1.0
NHP2,mRNA,-1.0
ARNT,mRNA,-1.0
BBS1,mRNA,-1.0
NAP1L5,mRNA,-1.0
ZNF708,mRNA,-1.0
CDK11B,mRNA,-1.0
ABAT,mRNA,-1.0
ATP5F1,mRNA,-1.0
PDZD11,mRNA,-1.0
PRCP,mRNA,-1.0
ANGPT2,mRNA,-1.0
UNC13A,mRNA,-1.0
BAALC,mRNA,-1.0
FNTA,mRNA,-1.0
FAM120B,mRNA,-1.0
MAP3K15,mRNA,-1.0
TINF2,mRNA,-1.0
RAB11FIP5,mRNA,-1.0
CAPN10,mRNA,-1.0
SYN1,mRNA,-1.0
SYNJ2,mRNA,-1.0
TRAPPC6B,mRNA,-1.0
GPSM2,mRNA,-1.0
DDX49,mRNA,-1.0
NARG2,mRNA,-1.0
CSPP1,mRNA,-1.0
ZNF26,mRNA,-1.0
HLF,mRNA,-1.0
PPM1K,mRNA,-1.0
RAX2,mRNA,-1.0
CACNA1D,mRNA,-1.0
ZNF776,mRNA,-1.0
EIF3C,mRNA,-1.0
RASSF8,mRNA,-1.0
UPF1,mRNA,-1.0
OSBPL9,mRNA,-1.0
FAM171B,mRNA,-1.0
ZDHHC22,mRNA,-1.0
PLSCR4,mRNA,-1.0
COX4I1,mRNA,-1.0
DDX42,mRNA,-1.0
LY6E,mRNA,-1.0
NOP56,mRNA,-1.0
TBL2,mRNA,-1.0
TMEM65,mRNA,-1.0
C16orf92,mRNA,-1.0
PPP1R1B,mRNA,-1.0
CYB561,mRNA,-1.0
PKDCC,mRNA,-1.0
MTMR12,mRNA,-1.0
GRAMD1B,mRNA,-1.0
PTS,mRNA,-1.0
UBXN2B,mRNA,-1.0
ACADVL,mRNA,-1.0
USP10,mRNA,-1.0
ADRA2C,mRNA,-1.0
NIT1,mRNA,-1.0
CCAR1,mRNA,-1.0
DDX50,mRNA,-1.0
CHN2,mRNA,-1.0
DTWD2,mRNA,-1.0
BSCL2,mRNA,-1.0
PTER,mRNA,-1.0
UBE2QL1,mRNA,-1.0
FAM126A,mRNA,-1.0
ZNF568,mRNA,-1.0
FAM3C,mRNA,-1.0
SARS,mRNA,-1.0
UNC5D,mRNA,-1.0
LRRC2,mRNA,-1.0
LMNB2,mRNA,-1.0
PABPC1L2B,mRNA,-1.0
KCNJ3,mRNA,-1.0
KIAA1024,mRNA,-1.0
ADCYAP1R1,mRNA,-1.0
MAL,mRNA,-1.0
TMEM70,mRNA,-1.0
SLC35E2,mRNA,-1.0
SLC35A2,mRNA,-1.0
CDH13,mRNA,-1.0
ARGFX,mRNA,-1.0
PCDH17,mRNA,-1.0
CCDC14,mRNA,-1.0
SEZ6L,mRNA,-1.0
GATAD1,mRNA,-1.0
UPF3A,mRNA,-1.0
CIT,mRNA,-1.0
LMNA,mRNA,-1.0
MAP6,mRNA,-1.0
MRPL22,mRNA,-1.0
ACTN1,mRNA,-1.0
TCEAL4,mRNA,-1.0
SNCA,mRNA,-1.0
ABCA1,mRNA,-1.0
EGLN1,mRNA,-1.0
HINT1,mRNA,-1.0
EPB41L4B,mRNA,-1.0
RIMBP2,mRNA,-1.0
JAGN1,mRNA,-1.0
KCTD1,mRNA,-1.0
JPH3,mRNA,-1.0
PTK2B,mRNA,-1.0
PRKCZ,mRNA,-1.0
TET2,mRNA,-1.0
TXNRD2,mRNA,-1.0
AFG3L2,mRNA,-1.0
ZFHX2,mRNA,-1.0
RRAGA,mRNA,-1.0
SLC10A4,mRNA,-1.0
TOMM34,mRNA,-1.0
MTAP,mRNA,-1.0
NTNG2,mRNA,-1.0
KIAA1161,mRNA,-1.0
AHSA1,mRNA,-1.0
ARHGAP20,mRNA,-1.0
TOM1L1,mRNA,-1.0
AVPI1,mRNA,-1.0
TSPYL4,mRNA,-1.0
HTR1F,mRNA,-1.0
ZNF593,mRNA,-1.0
SPRYD4,mRNA,-1.0
SRGAP3,mRNA,-1.0
OXA1L,mRNA,-1.0
C9orf47,mRNA,-1.0
RYR2,mRNA,-1.0
KLC1,mRNA,-1.0
SEPT9,mRNA,-1.0
MYL6,mRNA,-1.0
KIAA0232,mRNA,-1.0
ACSF3,mRNA,-1.0
DCUN1D1,mRNA,-1.0
N4BP2L2,mRNA,-1.0
LANCL2,mRNA,-1.0
GSS,mRNA,-1.0
EFNA1,mRNA,-1.0
PRELID2,mRNA,-1.0
PPP1R16B,mRNA,-1.0
CCDC152,mRNA,-1.0
ZBTB1,mRNA,-1.0
LRRC4,mRNA,-1.0
TTC9,mRNA,-1.0
TAX1BP1,mRNA,-1.0
MAMLD1,mRNA,-1.0
EPHA3,mRNA,-1.0
RPRD2,mRNA,-1.0
HDGFRP2,mRNA,-1.0
KCNQ5,mRNA,-1.0
ST6GALNAC5,mRNA,-1.0
SGTB,mRNA,-1.0
LPPR4,mRNA,-1.0
HECW1,mRNA,-1.0
SYP,mRNA,-1.0
DAB2IP,mRNA,-1.0
SULT1A3,mRNA,-1.0
AMER2,mRNA,-1.0
DNAJC12,mRNA,-1.0
FKTN,mRNA,-1.0
RAB22A,mRNA,-1.0
MFSD2A,mRNA,-1.0
POLR2L,mRNA,-1.0
ANO5,mRNA,-1.0
CTSH,mRNA,-1.0
SLCO1C1,mRNA,-1.0
DOC2A,mRNA,-1.0
SLC31A1,mRNA,-1.0
MT3,mRNA,-1.0
NACA2,mRNA,-1.0
DDI2,mRNA,-1.0
NIPSNAP3A,mRNA,-1.0
SCN2A,mRNA,-1.0
TSN,mRNA,-1.0
PIGY,mRNA,-1.0
LPPR1,mRNA,-1.0
CHMP5,mRNA,-1.0
EPN1,mRNA,-1.0
ADAM22,mRNA,-1.0
NKAIN2,mRNA,-1.0
SLC37A1,mRNA,-1.0
EXTL3,mRNA,-1.0
CNOT7,mRNA,-1.0
PLOD1,mRNA,-1.0
NSFL1C,mRNA,-1.0
GPLD1,mRNA,-1.0
CYFIP2,mRNA,-1.0
GRIK2,mRNA,-1.0
TPRN,mRNA,-1.0
TRMT11,mRNA,-1.0
HSDL1,mRNA,-1.0
CBFA2T2,mRNA,-1.0
CREBL2,mRNA,-1.0
MGLL,mRNA,-1.0
TMEM165,mRNA,-1.0
KCNIP4,mRNA,-1.0
UBXN2A,mRNA,-1.0
ARPC5L,mRNA,-1.0
DMXL2,mRNA,-1.0
TMEM136,mRNA,-1.0
CDR1,mRNA,-1.0
PTPDC1,mRNA,-1.0
ZNF449,mRNA,-1.0
ATP1B2,mRNA,-1.0
RASGRF2,mRNA,-1.0
DLG1,mRNA,-1.0
RAD50,mRNA,-1.0
MIPOL1,mRNA,-1.0
SPOCK3,mRNA,-1.0
ZNF713,mRNA,-1.0
PNPLA8,mRNA,-1.0
N4BP2L1,mRNA,-1.0
DIS3L2,mRNA,-1.0
WWOX,mRNA,-1.0
ENTPD5,mRNA,-1.0
PGRMC2,mRNA,-1.0
INTS1,mRNA,-1.0
TECR,mRNA,-1.0
SCAMP5,mRNA,-1.0
HLA-B,mRNA,-1.0
DIRAS2,mRNA,-1.0
CAMK2A,mRNA,-1.0
PSMD13,mRNA,-1.0
AES,mRNA,-1.0
SEC61B,mRNA,-1.0
DNAJB6,mRNA,-1.0
MRPL45,mRNA,-1.0
CTSD,mRNA,-1.0
PIP4K2C,mRNA,-1.0
TTLL11,mRNA,-1.0
FYTTD1,mRNA,-1.0
KCNN1,mRNA,-1.0
FAM136A,mRNA,-1.0
MAPK11,mRNA,-1.0
FAM110B,mRNA,-1.0
PAQR3,mRNA,-1.0
DPYSL3,mRNA,-1.0
SCP2,mRNA,-1.0
HTT,mRNA,-1.0
MOBP,mRNA,-1.0
BCAT1,mRNA,-1.0
DYNLRB1,mRNA,-1.0
MTRNR2L8,mRNA,-1.0
EPHA6,mRNA,-1.0
MFSD1,mRNA,-1.0
ETV1,mRNA,-1.0
SLC4A8,mRNA,-1.0
C2CD2L,mRNA,-1.0
FADS3,mRNA,-1.0
ARMC9,mRNA,-1.0
LIMCH1,mRNA,-1.0
DOK6,mRNA,-1.0
FBXO44,mRNA,-1.0
ARMCX3,mRNA,-1.0
GABPA,mRNA,-1.0
API5,mRNA,-1.0
ZNF678,mRNA,-1.0
PRMT1,mRNA,-1.0
FCF1,mRNA,-1.0
C9orf16,mRNA,-1.0
NLGN3,mRNA,-1.0
LPL,mRNA,-1.0
AARS,mRNA,-1.0
KIAA0355,mRNA,-1.0
BPTF,mRNA,-1.0
CLVS2,mRNA,-1.0
LASP1,mRNA,-1.0
RNF144A,mRNA,-1.0
TXNDC15,mRNA,-1.0
FBN1,mRNA,-1.0
UBB,mRNA,-1.0
SCPEP1,mRNA,-1.0
NIPAL4,mRNA,-1.0
PCK1,mRNA,-1.0
ZNF677,mRNA,-1.0
RFTN1,mRNA,-1.0
HAT1,mRNA,-1.0
CAB39L,mRNA,-1.0
RABL5,mRNA,-1.0
TP53INP2,mRNA,-1.0
PLCB1,mRNA,-1.0
FAM179B,mRNA,-1.0
UBASH3B,mRNA,-1.0
ACE,mRNA,-1.0
SCRT1,mRNA,-1.0
FLT1,mRNA,-1.0
ARHGAP26,mRNA,-1.0
NAMPT,mRNA,-1.0
MTCH1,mRNA,-1.0
SGCG,mRNA,-1.0
PLEKHM3,mRNA,-1.0
ZNF655,mRNA,-1.0
COMMD4,mRNA,-1.0
GRM1,mRNA,-1.0
PLA2G15,mRNA,-1.0
ATP2B4,mRNA,-1.0
NHSL1,mRNA,-1.0
SHISA6,mRNA,-1.0
ZNF273,mRNA,-1.0
TAF13,mRNA,-1.0
LSAMP,mRNA,-1.0
PDE2A,mRNA,-1.0
FKBP9,mRNA,-1.0
ECM2,mRNA,-1.0
MOXD1,mRNA,-1.0
COL5A2,mRNA,-1.0
PLEKHA2,mRNA,-1.0
AP3M1,mRNA,-1.0
AGRN,mRNA,-1.0
HDHD2,mRNA,-1.0
SNAPC5,mRNA,-1.0
ATP6AP1,mRNA,-1.0
NUB1,mRNA,-1.0
SLC41A2,mRNA,-1.0
HMGB1,mRNA,-1.0
SRI,mRNA,-1.0
SIAE,mRNA,-1.0
NPEPL1,mRNA,-1.0
RPGR,mRNA,-1.0
DAB1,mRNA,-1.0
VAMP4,mRNA,-1.0
ARHGAP44,mRNA,-1.0
EXOSC6,mRNA,-1.0
SLC43A1,mRNA,-1.0
RAP2A,mRNA,-1.0
BCKDK,mRNA,-1.0
IKZF2,mRNA,-1.0
THUMPD3,mRNA,-1.0
RGPD6,mRNA,-1.0
ODF2L,mRNA,-1.0
RAB11FIP4,mRNA,-1.0
CACNG3,mRNA,-1.0
STRADA,mRNA,-1.0
PCDH11Y,mRNA,-1.0
INPP5A,mRNA,-1.0
DIS3L,mRNA,-1.0
CCDC107,mRNA,-1.0
TARS2,mRNA,-1.0
INPP5B,mRNA,-1.0
TMEFF1,mRNA,-1.0
CLSTN1,mRNA,-1.0
RSPO2,mRNA,-1.0
RGPD5,mRNA,-1.0
DBNL,mRNA,-1.0
MTHFD2L,mRNA,-1.0
CEP41,mRNA,-1.0
ZNF716,mRNA,-1.0
ENDOD1,mRNA,-1.0
LEO1,mRNA,-1.0
DNALI1,mRNA,-1.0
ABCE1,mRNA,-1.0
SIK2,mRNA,-1.0
FAM174B,mRNA,-1.0
AATF,mRNA,-1.0
FAM188A,mRNA,-1.0
ACADM,mRNA,-1.0
RPL36A-HNRNPH2,mRNA,-1.0
PTK2,mRNA,-1.0
RTCB,mRNA,-1.0
GBA2,mRNA,-1.0
CACNA1E,mRNA,-1.0
CALML4,mRNA,-1.0
C1orf216,mRNA,-1.0
KLF12,mRNA,-1.0
IKBKG,mRNA,-1.0
SLC25A39,mRNA,-1.0
SIDT1,mRNA,-1.0
SNRNP70,mRNA,-1.0
KCND3,mRNA,-1.0
MTMR1,mRNA,-1.0
UBE2V1,mRNA,-1.0
KIAA1549L,mRNA,-1.0
ZNF365,mRNA,-1.0
KCNC3,mRNA,-1.0
CYB5D1,mRNA,-1.0
ATAD1,mRNA,-1.0
DGKE,mRNA,-1.0
IDH3G,mRNA,-1.0
TAGLN3,mRNA,-1.0
RAB27B,mRNA,-1.0
SLC35D1,mRNA,-1.0
PPAP2A,mRNA,-1.0
ARRDC1,mRNA,-1.0
KIAA1244,mRNA,-1.0
KCNB2,mRNA,-1.0
POLR3H,mRNA,-1.0
MUM1,mRNA,-1.0
FILIP1,mRNA,-1.0
PHF16,mRNA,-1.0
RERGL,mRNA,-1.0
C8orf46,mRNA,-1.0
CHGA,mRNA,-1.0
CCPG1,mRNA,-1.0
UBE2E2,mRNA,-1.0
USP47,mRNA,-1.0
COBL,mRNA,-1.0
NUMA1,mRNA,-1.0
H2AFY2,mRNA,-1.0
SUPT7L,mRNA,-1.0
LZTFL1,mRNA,-1.0
CTIF,mRNA,-1.0
MAP9,mRNA,-1.0
HEXA,mRNA,-1.0
EIF4B,mRNA,-1.0
ABCD2,mRNA,-1.0
ALS2,mRNA,-1.0
ANO10,mRNA,-1.0
DTX1,mRNA,-1.0
NBN,mRNA,-1.0
CADM3,mRNA,-1.0
PLK3,mRNA,-1.0
ZMYM5,mRNA,-1.0
NRIP1,mRNA,-1.0
TOM1,mRNA,-1.0
MLLT3,mRNA,-1.0
RASSF4,mRNA,-1.0
RCSD1,mRNA,-1.0
PTGDS,mRNA,-1.0
RGPD8,mRNA,-1.0
SLC16A2,mRNA,-1.0
GPD2,mRNA,-1.0
GABRG1,mRNA,-1.0
TRMT5,mRNA,-1.0
KIAA0408,mRNA,-1.0
ZBTB38,mRNA,-1.0
HEYL,mRNA,-1.0
C6orf201,mRNA,-1.0
SHISA7,mRNA,-1.0
HERPUD1,mRNA,-1.0
DPP6,mRNA,-1.0
ASRGL1,mRNA,-1.0
ISM1,mRNA,-1.0
WBP2,mRNA,-1.0
EDNRA,mRNA,-1.0
PLVAP,mRNA,-1.0
RAB24,mRNA,-1.0
DNAJA1,mRNA,-1.0
RAB3GAP2,mRNA,-1.0
MRPS14,mRNA,-1.0
IFIT1,mRNA,-1.0
PACSIN1,mRNA,-1.0
AP4S1,mRNA,-1.0
SNAPIN,mRNA,-1.0
ZNF487,mRNA,-1.0
ZNF234,mRNA,-1.0
GUF1,mRNA,-1.0
PRKAR2B,mRNA,-1.0
ZNF397,mRNA,-1.0
PMM1,mRNA,-1.0
RASGEF1A,mRNA,-1.0
MTR,mRNA,-1.0
PXMP4,mRNA,-1.0
ZDHHC14,mRNA,-1.0
PDE4D,mRNA,-1.0
PTPRN,mRNA,-1.0
ATP6V1B2,mRNA,-1.0
ABHD4,mRNA,-1.0
TMEM17,mRNA,-1.0
GNAQ,mRNA,-1.0
DYNLL1,mRNA,-1.0
BEND6,mRNA,-1.0
RAPGEF5,mRNA,-1.0
HS3ST2,mRNA,-1.0
GRIN1,mRNA,-1.0
SEC24C,mRNA,-1.0
CHL1,mRNA,-1.0
LMBRD1,mRNA,-1.0
TRIM58,mRNA,-1.0
PHF20L1,mRNA,-1.0
C1orf115,mRNA,-1.0
CAMKK2,mRNA,-1.0
GCNT4,mRNA,-1.0
ZCCHC24,mRNA,-1.0
CNTN2,mRNA,-1.0
BRWD3,mRNA,-1.0
SIGIRR,mRNA,-1.0
IQSEC1,mRNA,-1.0
PLIN5,mRNA,-1.0
SENP5,mRNA,-1.0
PITPNB,mRNA,-1.0
FBXO11,mRNA,-1.0
MYLK3,mRNA,-1.0
TEX30,mRNA,-1.0
ZNF22,mRNA,-1.0
RAB37,mRNA,-1.0
YPEL4,mRNA,-1.0
CLK1,mRNA,-1.0
ZFPL1,mRNA,-1.0
NXF1,mRNA,-1.0
EXOC7,mRNA,-1.0
CBR4,mRNA,-1.0
SNAPC3,mRNA,-1.0
CNPY3,mRNA,-1.0
TSC22D4,mRNA,-1.0
C9orf3,mRNA,-1.0
TANC2,mRNA,-1.0
TOX4,mRNA,-1.0
FGD1,mRNA,-1.0
CRY2,mRNA,-1.0
GTF2A1,mRNA,-1.0
TM4SF1,mRNA,-1.0
KCTD8,mRNA,-1.0
TSFM,mRNA,-1.0
IGF2,mRNA,-1.0
ASAP1,mRNA,-1.0
BGN,mRNA,-1.0
LYPD1,mRNA,-1.0
GRM7,mRNA,-1.0
SPRED2,mRNA,-1.0
DIDO1,mRNA,-1.0
ICA1L,mRNA,-1.0
ZC2HC1A,mRNA,-1.0
EGFL7,mRNA,-1.0
ECE1,mRNA,-1.0
KCNAB1,mRNA,-1.0
LAP3,mRNA,-1.0
ABI2,mRNA,-1.0
SOWAHA,mRNA,-1.0
UQCRB,mRNA,-1.0
GLYR1,mRNA,-1.0
GABRE,mRNA,-1.0
ADD1,mRNA,-1.0
CNDP1,mRNA,-1.0
FAM135B,mRNA,-1.0
GOLGA8B,mRNA,-1.0
MAPK8IP2,mRNA,-1.0
KIAA1211L,mRNA,-1.0
EVI5,mRNA,-1.0
CTXN3,mRNA,-1.0
HTRA1,mRNA,-1.0
ST3GAL3,mRNA,-1.0
NUDT3,mRNA,-1.0
HSD17B12,mRNA,-1.0
KRTAP2-2,mRNA,-1.0
PTCHD1,mRNA,-1.0
MBD3,mRNA,-1.0
C22orf46,mRNA,-1.0
LBH,mRNA,-1.0
CAPN3,mRNA,-1.0
APBA1,mRNA,-1.0
ETS1,mRNA,-1.0
PRPF19,mRNA,-1.0
SRGAP1,mRNA,-1.0
FAM208A,mRNA,-1.0
FAXC,mRNA,-1.0
GBAS,mRNA,-1.0
ZNF48,mRNA,-1.0
TWISTNB,mRNA,-1.0
MT1M,mRNA,-1.0
ADAMTS9,mRNA,-1.0
MALT1,mRNA,-1.0
P4HTM,mRNA,-1.0
DHX38,mRNA,-1.0
PFDN5,mRNA,-1.0
MPHOSPH8,mRNA,-1.0
CD53,mRNA,-1.0
PPFIBP2,mRNA,-1.0
ARFGEF2,mRNA,-1.0
MRPS34,mRNA,-1.0
NNAT,mRNA,-1.0
C4orf29,mRNA,-1.0
PEG3,mRNA,-1.0
TMEM170A,mRNA,-1.0
GOSR1,mRNA,-1.0
FAM84A,mRNA,-1.0
POM121,mRNA,-1.0
ERAL1,mRNA,-1.0
DRG2,mRNA,-1.0
DHX15,mRNA,-1.0
RSU1,mRNA,-1.0
DNAJC24,mRNA,-1.0
ZCCHC11,mRNA,-1.0
SEC63,mRNA,-1.0
C1orf27,mRNA,-1.0
PPFIA1,mRNA,-1.0
NONHSAG033244,lncRNA,-1.0
SLC3A2,mRNA,-1.0
APBB2,mRNA,-1.0
CEP250,mRNA,-1.0
UBR2,mRNA,-1.0
PVR,mRNA,-1.0
CPM,mRNA,-1.0
MFSD8,mRNA,-1.0
